feature;mi_score
hamas;0.0021640788726234265
of state;0.0021540723044578165
syria;0.0021534694427823697
more money;0.0021378561402319984
the federal;0.0021378561402319984
100000;0.002136706196226912
killed by;0.0021156651775528093
buy;0.0020970053893267383
defense spending;0.0020970053893267383
surge;0.0020948603777082055
the surge;0.0020948603777082055
john;0.0020803155136910577
would be;0.0020704609628517875
her;0.0020679191181148145
and;0.002066710164240779
than any;0.0020621882987877527
too;0.0020574367212596034
after the;0.0020565843928149335
iran deal;0.0020565843928149335
paris;0.0020565843928149335
states troops;0.0020565843928149335
the iran deal;0.0020565843928149335
united states troops;0.0020565843928149335
are spending;0.0020527116433261654
we are spending;0.0020527116433261654
romney;0.0020487235432524635
shot;0.0020458110688417646
islamic;0.002036629446592609
be paid;0.0020317334087100215
white house;0.001992086276921555
barack obama is;0.001984879199420796
bowe;0.001984879199420796
bowe bergdahl;0.001984879199420796
is more;0.001984879199420796
perry;0.001984879199420796
protect;0.001984879199420796
saw;0.001984879199420796
number;0.0019733374021801203
into;0.00197051906402196
return;0.0019669855744066326
here;0.0019637110681687163
go;0.00195104988052755
administration;0.0019466519264286428
will be;0.001945342161579688
union;0.00194263302418465
the department;0.0019371367676499834
the department of;0.0019371367676499834
the way;0.0019371367676499834
are going;0.0019323093311663627
its;0.0019294601162570812
waterboarding;0.0019242633808981635
based;0.001921406413570961
fbi;0.001921406413570961
six;0.001921406413570961
the federal government;0.001921406413570961
think;0.001921406413570961
action;0.001919504708537769
radical islamic;0.001917422116301126
in;0.0019165969824902346
last;0.0019153634471213762
gun;0.0019137480429270333
bush;0.0019028073745173731
