feature;mi_score
10000;0.2666945747004994
10000 troops;0.2666945747004994
11 million;0.2666945747004994
122;0.2666945747004994
15;0.2666945747004994
15 years;0.2666945747004994
15000;0.2666945747004994
16;0.2666945747004994
16 million;0.2666945747004994
18 months;0.2666945747004994
1800;0.2666945747004994
1940;0.2666945747004994
20 percent;0.2666945747004994
20 percent of;0.2666945747004994
20000;0.2666945747004994
2004 there;0.2666945747004994
2010;0.2666945747004994
21;0.2666945747004994
21 million;0.2666945747004994
24;0.2666945747004994
25 and;0.2666945747004994
25 and 30;0.2666945747004994
27 million;0.2666945747004994
275;0.2666945747004994
28;0.2666945747004994
30 percent;0.2666945747004994
30 percent of;0.2666945747004994
300;0.2666945747004994
360;0.2666945747004994
400;0.2666945747004994
40000;0.2666945747004994
4th;0.2666945747004994
54;0.2666945747004994
600;0.2666945747004994
69;0.2666945747004994
80 million;0.2666945747004994
81 million;0.2666945747004994
82;0.2666945747004994
abortion;0.2666945747004994
about 30;0.2666945747004994
about 30 percent;0.2666945747004994
about benghazi;0.2666945747004994
accepted;0.2666945747004994
access;0.2666945747004994
accurate;0.2666945747004994
action is;0.2666945747004994
action is not;0.2666945747004994
active;0.2666945747004994
active duty;0.2666945747004994
activities;0.2666945747004994
ad;0.2666945747004994
administration as;0.2666945747004994
administration has admitted;0.2666945747004994
administration the;0.2666945747004994
administrations;0.2666945747004994
admitted;0.2666945747004994
afghanistan it;0.2666945747004994
afghanistan with;0.2666945747004994
after he;0.2666945747004994
after russia;0.2666945747004994
against authorizing;0.2666945747004994
against funding our;0.2666945747004994
against iran;0.2666945747004994
against us;0.2666945747004994
agents;0.2666945747004994
agree;0.2666945747004994
agreement with;0.2666945747004994
agreement with the;0.2666945747004994
agrees;0.2666945747004994
agrees with;0.2666945747004994
agrees with john;0.2666945747004994
aid and;0.2666945747004994
aid for;0.2666945747004994
air force one;0.2666945747004994
all time;0.2666945747004994
allen;0.2666945747004994
allen west;0.2666945747004994
allowed;0.2666945747004994
allowed to;0.2666945747004994
ally;0.2666945747004994
also;0.2666945747004994
always;0.2666945747004994
america in;0.2666945747004994
america uranium;0.2666945747004994
americans are;0.2666945747004994
ammunition;0.2666945747004994
an agreement;0.2666945747004994
an all time;0.2666945747004994
an overwhelming;0.2666945747004994
an rnc;0.2666945747004994
an rnc radio;0.2666945747004994
and 30;0.2666945747004994
and china;0.2666945747004994
and even;0.2666945747004994
and george bush;0.2666945747004994
and got;0.2666945747004994
and has;0.2666945747004994
and it has;0.2666945747004994
and millions;0.2666945747004994
and millions of;0.2666945747004994
and phone;0.2666945747004994
and provided;0.2666945747004994
and put;0.2666945747004994
and said we;0.2666945747004994
and the muslim;0.2666945747004994
and then;0.2666945747004994
and these;0.2666945747004994
and these we;0.2666945747004994
and think;0.2666945747004994
and to;0.2666945747004994
andy;0.2666945747004994
andy barr;0.2666945747004994
any american;0.2666945747004994
anywhere;0.2666945747004994
anywhere from;0.2666945747004994
are actually;0.2666945747004994
are allowed;0.2666945747004994
are allowed to;0.2666945747004994
are elected;0.2666945747004994
are fighting;0.2666945747004994
are in;0.2666945747004994
are in the;0.2666945747004994
are likely;0.2666945747004994
are likely to;0.2666945747004994
are responsible;0.2666945747004994
are responsible for;0.2666945747004994
are twice;0.2666945747004994
are twice as;0.2666945747004994
area;0.2666945747004994
arm;0.2666945747004994
arm the;0.2666945747004994
arm the kurds;0.2666945747004994
armor;0.2666945747004994
army since;0.2666945747004994
as likely;0.2666945747004994
as many;0.2666945747004994
as much;0.2666945747004994
as one;0.2666945747004994
as one of;0.2666945747004994
as percentage;0.2666945747004994
as percentage of;0.2666945747004994
as secretary;0.2666945747004994
as secretary of;0.2666945747004994
as the capital;0.2666945747004994
as there;0.2666945747004994
as there we;0.2666945747004994
as we do;0.2666945747004994
as well;0.2666945747004994
asking;0.2666945747004994
assad reformer;0.2666945747004994
associated;0.2666945747004994
at any;0.2666945747004994
at any time;0.2666945747004994
at the trump;0.2666945747004994
at this;0.2666945747004994
attacked;0.2666945747004994
attacks against;0.2666945747004994
attacks and;0.2666945747004994
attacks and the;0.2666945747004994
attacks on the;0.2666945747004994
attacks on united;0.2666945747004994
austin;0.2666945747004994
authorized;0.2666945747004994
back in;0.2666945747004994
back into;0.2666945747004994
bank;0.2666945747004994
barr;0.2666945747004994
bashar;0.2666945747004994
battle;0.2666945747004994
be able;0.2666945747004994
be able to;0.2666945747004994
because he was;0.2666945747004994
because it was;0.2666945747004994
being released;0.2666945747004994
being released from;0.2666945747004994
benghazi on;0.2666945747004994
better;0.2666945747004994
between the;0.2666945747004994
biden was;0.2666945747004994
bill richardson;0.2666945747004994
bill that;0.2666945747004994
bill to;0.2666945747004994
billion for;0.2666945747004994
billion year;0.2666945747004994
billions of dollars;0.2666945747004994
bills;0.2666945747004994
black sea;0.2666945747004994
black sea and;0.2666945747004994
